지 역,1987년,1988년,1989년,1990년,1991년,1992년,1993년,1994년,1995년,1996년,1997년,1998년,1999년,2000년,2001년,2002년,2003년,2004년,2005년,2006년,2007년,2008년,2009년,2010년,2011년,2012년,2013년,2014년,2015년,2016년,2017년
완산구,-,-,68.915,80.415,89.876,90.074,84.693,83.546,83.771,84.545,85.282,78.038,79.041,79.231,78.97,79.865,81.952,82.494,84.143,85.567,87.293,87.274,87.292,88.038,89.217,90.927,92.072,93.812,97.399,100.277,103.831
덕진구,-,-,68.424,79.728,87.882,89.279,84.371,83.73,83.957,84.732,85.071,78.7,80.525,80.951,81.138,82.353,83.995,85.49,86.792,88.488,90.199,90.186,90.185,90.601,91.07,92.256,93.42,95.116,97.615,100.192,104.568
군산시,35.513,50.249,67.477,74.218,87.183,88.91,82.247,81.73,81.24,82.129,82.631,78.275,79.455,79.82,79.572,79.492,79.469,79.746,80.085,80.567,81.676,94.1,91.595,92.529,93.236,94.572,95.581,96.983,98.815,100.057,101.229
익산시,-,-,-,-,-,-,-,-,90.298,91.861,92.126,85.938,87.731,88.69,88.343,88.645,88.937,89.544,90.287,91.224,91.814,91.793,91.474,92.007,92.521,94.354,95.197,96.5,98.276,100.247,104.168
정읍시,-,-,-,-,-,-,-,-,90.682,91.629,92.373,87.235,89.105,90.261,89.944,89.728,89.693,89.836,90.294,91.523,91.982,91.971,91.98,92.357,92.634,93.714,94.657,96.06,98.282,100.26,103.766
남원시,57.672,64.568,73.461,83.006,91.504,93.123,89.312,89.543,90.496,91.46,91.908,88.475,92.579,94.608,94.844,95.157,94.967,94.862,94.896,94.607,94.5,93.599,93.618,93.834,94.104,94.617,95.313,96.671,98.379,100.196,103.128
김제시,-,61.549,79.643,88.882,92.299,91.847,87.28,87.218,87.332,87.779,88.016,85.853,88.198,90.234,90.026,89.972,90.053,90.359,91.312,91.592,92.164,92.947,92.983,93.453,93.836,94.549,95.307,96.798,98.324,100.176,103.206
완주군,33.448,45.579,63.944,70.169,75.265,76.735,71.893,71.9,73.013,74.194,74.886,73.481,75.146,76.469,76.691,77.8,80.225,81.281,83.839,86.989,88.461,88.33,88.378,88.836,90.063,92.144,93.175,94.867,97.253,100.242,105.11
진안군,56.257,62.737,76.063,82.825,86.21,87.84,86.422,86.551,87.368,88.121,88.775,85.574,87.731,89.835,89.664,90.248,91.036,92.142,92.838,93.651,94.155,93.991,94.002,94.165,94.391,95.004,95.716,97.257,98.614,100.186,103.403
무주군,47.24,55.159,64.209,69.192,72.199,73.592,71.541,72.555,72.933,74.187,74.394,72.74,73.499,74.339,74.233,75.008,75.791,76.872,88.224,92.797,94.117,94.065,94.07,94.214,94.752,95.36,96.015,97.077,98.72,100.245,103.693
장수군,59.376,66.685,81.964,85.671,88.9,88.997,83.54,84.267,84.448,85.993,86.199,83.573,85.967,88.535,88.791,89.262,89.996,90.872,92.324,93.558,94.422,94.297,94.335,94.632,94.812,95.158,95.82,97.09,98.594,100.172,103.227
임실군,61.964,73.083,81.617,87.319,90.746,90.736,86.924,86.274,86.542,86.897,87.594,86.401,88.95,91.086,91.25,91.642,91.761,91.881,91.87,92.454,92.796,92.586,92.589,92.912,93.571,94.159,94.932,96.24,98.043,100.113,103.394
순창군,70.39,78.089,91.756,95.022,96.119,95.562,91.618,90.795,90.977,91.341,91.707,87.687,89.558,91.025,91.007,91.717,91.874,91.983,92.379,92.8,93.085,93.08,93.108,93.335,93.676,94.229,94.816,96.293,98.111,100.149,103.635
고창군,65.853,81.424,99.18,94.772,95.399,93.622,89.427,87.73,88.591,89.196,89.642,86.837,89.486,91.198,91.17,91.498,91.324,91.443,91.584,91.757,92.308,92.272,92.3,92.621,93.153,94.107,95.225,96.511,98.313,100.24,103.613
부안군,43.714,52.413,72.597,77.635,80.019,80.924,76.974,76.788,77.467,78.745,79.503,77.171,79.809,82.565,82.746,83.944,84.381,84.668,85.858,86.277,87.714,89.625,89.643,91.023,92.487,93.572,94.495,95.901,97.972,100.218,104.299
전남(평균),41.13,54.509,75.415,82.632,86.344,86.246,81.475,81.036,81.198,81.873,82.448,76.716,80.176,81.726,82.012,82.794,83.208,83.985,86.042,87.687,88.835,89.066,89.38,90.392,91.248,92.474,93.365,95.047,97.71,100.253,104.165
시지역,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.721,92.748,94.708,97.575,100.248,104.403
군지역,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93.339,94.081,95.454,97.874,100.258,103.876
목포시,39.722,52.079,76.728,91.277,96.286,96.065,93.674,93.805,94.284,95.211,95.832,88.631,92.111,92.454,92.861,94.29,93.931,94.176,94.563,94.814,94.892,94.646,94.694,95.212,95.352,96.15,96.924,98.092,99.31,100.309,102.833
여수시,41.936,50.658,77.506,82.392,84.955,83.606,78.702,78.066,78.409,78.488,78.983,70.499,73.309,74.502,74.673,75.385,76.301,77.121,77.745,78.529,80.986,83.944,84.848,86.968,88.891,91.096,92.268,93.788,96.84,100.312,105.197
순천시,29.257,52.279,79.947,95.286,99.596,98.768,91.081,90.236,90.38,91.233,91.48,83.487,84.931,85.466,85.286,85.927,86.539,87.748,87.794,88.696,89.492,89.298,89.625,90.658,91.478,93.023,93.971,95.374,97.807,100.304,104.787
나주시,38.771,50.156,55.221,63.974,71.161,71.347,66.193,65.678,66.192,66.769,67.265,63.507,65.972,67.635,67.614,67.52,67.378,67.48,75.047,82.45,84.127,85.181,85.457,85.96,86.423,87.485,88.367,92.303,97.222,100.208,105.146
광양시,-,-,-,-,-,-,-,-,87.115,87.36,87.778,76.343,78.407,78.965,78.79,80.527,81.172,81.921,84.21,85.425,86.212,86.155,86.675,88.376,90.025,91.634,92.837,95.068,97.551,100.1,103.203
담양군,55.222,65.621,73.521,76.124,82.868,83.274,80.061,79.996,81.203,82.79,83.229,78.605,82.425,83.551,84.069,84.854,85.066,85.236,87.882,89.469,90.69,89.993,90.101,90.682,91.103,91.966,92.884,94.255,97.245,100.287,105.456
곡성군,58.735,75.288,86.383,89.147,89.834,88.947,82.817,82.667,83.397,83.773,84.571,81.395,84.85,85.983,86.362,87.568,88.712,89.871,90.853,91.653,92.052,91.091,91.169,91.616,92.064,92.836,93.61,94.776,97.389,100.281,104.214
구례군,60.35,76.93,85.89,84.958,87.894,88.847,87.089,86.984,87.594,88.182,89.165,81.909,85.351,86.215,86.198,86.353,86.629,86.708,87.271,88.414,88.95,88.058,88.242,88.922,89.906,90.797,91.397,92.594,97.321,100.104,104.782
고흥군,63.129,71.803,76.879,84.802,88.063,88.274,82.743,82.519,82.982,84.108,85.181,82.443,86.629,89.326,90.371,90.805,90.851,91.105,91.509,91.707,92.034,91.06,90.911,91.615,92.903,93.634,94.312,95.357,97.669,100.265,104.416
보성군,63.502,74.901,79.856,83.425,87.127,87.875,84.887,85.662,86.945,87.564,88.292,85.207,88.024,89.725,89.767,90.153,90.514,90.831,91.326,91.96,92.694,91.772,91.806,92.255,93.048,93.775,94.634,95.795,98.075,100.207,103.3
화순군,56.705,67.702,77.169,82.868,85.371,85.71,81.069,80.913,81.577,82.782,83.738,79.252,82.565,85.036,86.036,86.752,87.955,88.386,89.39,90.811,91.816,90.888,90.935,91.477,91.911,92.724,93.46,94.901,97.523,100.299,104.195
장흥군,63.278,72.462,84.349,85.594,84.161,84.093,79.804,79.286,78.701,79.087,80.057,80.607,86.601,89.072,89.24,89.76,89.534,89.759,90.207,90.668,91.147,90.998,91.097,91.972,92.591,93.435,94.339,96.109,98.035,100.191,103.257
강진군,64.261,73.839,80.687,86.296,90.665,91.78,85.728,85.121,85.172,85.898,86.371,84.208,87.231,89.45,90.093,90.354,90.707,90.971,91.319,91.644,92.008,91.72,91.784,92.502,92.964,93.818,94.593,96.132,97.99,100.199,103.58
해남군,51.328,60.173,73.201,80.649,84.982,84.788,78.519,77.045,76.737,77.653,78.167,75.853,78.573,79.996,79.811,79.85,80.386,84.044,88.005,90.646,91.479,91.204,91.387,92.097,93.047,94.1,94.992,96.221,97.956,100.208,103.157
영암군,45.07,59.553,78.484,83.723,91.336,91.186,84.513,83.654,83.212,83.746,84.671,79.952,83.497,85.374,86.006,86.143,86.014,87.415,90.709,91.963,92.943,92.098,92.254,93.187,93.611,94.747,95.35,96.561,98.553,100.248,102.382
무안군,41.995,52.316,56.521,55.042,55.163,54.509,51.923,52.612,52.406,52.986,53.673,53.642,66.947,72.627,74.292,76.93,77.369,78.2,84.687,88.549,91.132,91.732,92.102,92.591,92.848,93.851,94.497,95.725,97.934,100.287,103.74
함평군,56.472,64.987,80.049,88.119,89.322,87.909,82.555,81.684,81.969,82.759,83.481,82.073,85.132,87.385,88.446,89.405,90.312,90.755,91.2,92.101,92.584,92.42,92.524,93.15,93.452,94.099,94.615,96.143,98.345,100.322,103.922
영광군,58.628,77.031,89.557,93.446,94.473,94.982,89.963,89.577,89.496,90.602,91.282,87.616,91.062,92.294,91.887,92.726,92.198,92.401,92.709,92.887,93.006,92.106,92.173,92.672,93.265,93.876,94.504,96.038,98.371,100.228,104.358
장성군,52.569,67.795,75.54,84.439,86.356,87.667,82.775,82.708,83.538,84.561,85.308,79.323,82.354,84.424,84.769,85.127,85.373,85.604,88.587,89.085,90.06,89.608,89.693,90.465,91.084,91.902,92.499,94.242,97.671,100.418,105.441
완도군,60.708,73.05,85.114,87.905,90.096,92.241,86.298,85.078,85.018,85.18,85.871,82.829,85.467,87.51,88.237,88.485,89.132,89.973,90.537,91.365,92.398,91.478,91.351,92.053,92.966,93.827,94.521,96.181,98.394,100.316,103.547
진도군,62.145,78.641,92.994,96.881,94.741,92.988,86.284,85.526,85.303,86.452,86.903,83.23,87.02,88.641,88.595,88.71,89.057,89.422,91.644,92.763,92.859,91.872,91.726,92.171,92.554,93.141,93.71,95.089,97.469,100.143,103.33
신안군,51.821,67.092,77.288,79.872,80.969,77.367,73.352,73.279,73.55,73.506,73.595,71.798,76.422,79.531,80.269,81.448,82.24,82.999,83.836,85.771,87.202,87.066,87.744,89.761,90.56,91.58,92.813,94.637,97.358,100.178,103.661
경북(평균),48.947,60.039,71.807,81.425,88.834,88.623,82.803,83.326,83.927,84.99,85.321,76.141,78.217,78.78,79.174,80.802,80.922,82.626,84.439,86.564,88.02,87.904,88.33,89.341,90.334,91.595,92.961,95.209,97.733,100.217,103.314
시지역,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.587,92.943,95.193,97.71,100.206,103.117
군지역,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.625,93.024,95.265,97.815,100.25,103.965
포항시(평균),50.215,60.836,72.607,86.331,97.418,94.611,86.651,86.709,86.796,87.86,87.86,76.439,78.091,78.615,79.001,80.336,80.414,83.265,84.5,86.292,87.591,87.675,88.355,89.671,90.761,92.256,93.738,95.721,97.936,100.215,102.266
남구,-,-,-,-,-,-,-,88.372,88.46,89.92,89.84,77.881,79.802,80.161,80.635,82.17,82.25,84.041,85.072,87.364,88.287,88.571,89.061,90.297,91.379,92.701,94.205,96.103,98.208,100.193,102.397
북구,-,-,-,-,-,-,-,84.924,85,85.631,85.716,74.907,76.244,76.962,77.27,78.35,78.433,82.473,83.965,85.134,86.923,86.804,87.682,89.077,90.181,91.851,93.31,95.371,97.687,100.234,102.156
경주시,40.834,57.926,71.82,79.79,83.814,86.442,82.135,83.322,84.276,85.914,86.577,75.999,77.423,77.792,78.143,79.559,79.667,80.869,82.693,86.57,88.618,87.926,88.405,89.555,90.578,91.772,93.122,95.331,97.978,100.078,102.559
김천시,41.626,45.459,60.407,70.776,77.03,76.354,71.164,73.315,74.561,75.377,75.724,69.742,71.984,72.423,72.953,74.09,73.852,77.004,81.385,87.923,89.924,89.534,89.901,90.7,91.564,92.657,93.652,95.463,98.057,100.124,102.434
안동시,53.205,59.983,70.213,79.881,88.399,89.338,84.197,84.602,84.686,84.957,85.144,75.383,77.039,77.989,78.591,80.286,80.293,81.39,81.729,81.977,82.603,84.228,85.006,85.904,87.42,89.204,91.091,94.254,97.238,100.293,103.481
구미시,42.835,52.745,64.222,73.284,83.99,81.5,76.309,76.922,77.453,77.849,78.347,72.016,75.106,75.693,76.033,79.287,80.258,81.867,84.746,86.858,88.406,88.383,88.769,89.669,90.753,92.075,93.428,95.536,97.836,100.224,103.028
영주시,53.168,69.795,83.916,95.495,102.963,103.334,96.727,95.956,95.342,96.049,96.097,84.857,87.023,87.324,87.736,88.466,87.864,88.728,89.085,89.592,89.963,89.642,89.984,90.8,91.533,92.49,93.473,95.48,97.884,100.171,102.83
영천시,48.265,58.509,68.846,81.791,88.439,88.536,82.831,82.839,84.013,85.501,85.518,75.642,77.465,77.991,78.389,79.881,80.056,81.45,82.94,84.655,86.004,85.924,86.27,87.137,88.045,89.374,91.086,94.139,97.058,100.221,103.883
상주시,49.236,58.529,71.21,80.386,87.371,86.806,82.855,82.748,84.96,86.679,87.243,80.681,83.353,83.72,83.845,84.602,84.53,85.311,87.076,88.564,89.884,89.785,90.275,91.035,91.8,92.764,93.897,95.905,98.157,100.203,103.472
문경시,-,-,-,-,-,-,-,-,93.155,93.613,94.259,83.452,84.668,85.251,85.337,86.236,85.586,86.152,86.976,87.99,89.087,88.889,89.124,89.824,90.588,91.696,92.692,95.114,97.641,100.201,103.019
경산시,-,60.521,69.064,78.842,86.99,86.944,81.419,81.516,82.827,84.554,84.765,75.319,77.204,77.521,77.979,79.533,79.938,81.119,83.687,85.056,87.076,86.833,86.841,88.153,89.178,90.352,91.497,94.033,96.879,100.348,105.379
군위군,53.534,60.453,71.65,83.53,88.755,88.915,83.919,84.422,84.592,84.973,85.483,77.791,79.8,80.368,81.23,83.785,84.085,85.404,87.796,88.906,89.644,89.592,90.237,91.105,91.905,92.765,93.701,95.648,97.897,100.367,104.871
의성군,60.683,69.368,79.806,89.849,96.324,96.975,91.481,91.738,91.977,92.086,92.502,84.24,86.262,86.91,87.319,88.478,88.044,89.043,89.307,90.145,90.651,89.961,90.332,91.111,91.777,92.587,93.624,95.665,97.963,100.212,103.942
청송군,78.474,87.66,100.332,96.097,95.887,95.282,88.925,89.708,88.972,90.259,90.756,82.735,85.548,86.155,86.647,89.198,88.202,89.007,89.596,90.326,90.977,90.152,90.634,91.411,92.05,92.83,93.598,95.569,97.897,100.194,103.887
영양군,80.298,90.735,95.335,94.211,95.664,94.285,89.331,89.099,88.956,89.606,90.226,84.638,87.783,88.372,89.134,91.128,89.846,90.062,90.222,90.388,90.624,90.369,91.006,91.753,92.414,93.07,93.788,96.195,98.131,100.232,102.979
영덕군,65.036,71.186,80.3,82.142,85.426,86.403,80.966,82.515,83.785,85.04,85.774,77.351,79.279,79.912,81.053,82.908,82.94,84.023,86.854,88.386,88.721,87.784,88.145,88.921,89.607,90.465,92.035,94.01,96.992,100.324,104.939
청도군,47.061,62.769,67.691,73.956,83.231,87.326,82.165,83.551,83.944,84.44,85.364,76.692,79.468,80.033,80.321,81.867,82.35,84.242,86.341,88.473,89.832,89.667,90.018,90.83,91.711,92.773,94.336,96.401,98.197,100.327,103.733
고령군,52.418,59.89,71.979,83.112,93.566,93.11,86.976,86.194,87.493,88.777,88.715,78.838,80.082,80.338,80.724,82.49,82.044,84.396,86.457,87.998,89.465,88.579,88.919,89.726,90.603,91.502,92.628,94.961,97.892,100.181,103.816
성주군,47.32,58.968,75.013,85.591,90.145,90.449,84.085,83.463,83.84,85.189,86.199,77.402,79.219,80.157,80.454,82.148,81.777,83.558,85.694,87.267,88.455,88.098,88.262,89.09,89.971,91.225,92.687,95.234,98.2,100.189,104.142
칠곡군,39.843,45.453,60.85,71.292,78.404,78.992,75.241,76.323,77.72,79.395,79.912,71.968,75.394,76.515,76.89,78.166,78.313,80.081,81.943,85.662,88.497,88.388,88.723,89.617,90.526,92.016,93.476,95.577,97.911,100.241,103.908
예천군,63.898,71.518,78.255,83.712,87.08,82.53,78.138,77.174,76.627,77.822,77.939,73.397,76.075,76.983,77.221,78.723,78.564,79.067,79.792,80.32,80.813,82.21,82.687,83.505,84.802,86.365,89.021,92.736,96.961,100.33,104.236
봉화군,72.567,85.555,89.94,90.209,90.136,89.3,83.943,83.215,82.99,83.04,83.705,77.199,81.754,82.944,83.851,86.583,86.253,86.815,87.771,90.22,90.651,89.739,90.443,91.243,91.92,92.589,93.822,95.562,97.734,100.188,102.793
울진군,66.479,72.789,85.433,95.282,100.14,100.68,93.246,90.516,90.942,91.315,91.352,82.047,84.284,85.366,85.656,86.974,87.375,88.727,89.608,90.156,90.614,90.24,90.306,90.95,91.643,92.524,93.81,95.743,97.688,100.195,103.416
울릉군,46.178,59.268,78.227,83.541,85.837,86.973,82.777,82.563,81.872,82.356,82.678,74.722,75.674,76.547,76.93,78.083,78.599,80.766,81.86,83.391,85.698,87.627,88.335,89.375,90.064,91.065,92.412,94.344,96.699,100.198,104.101
경남(평균),46.174,59.436,69.696,78.621,89.989,90.139,84.192,83.663,84.132,84.968,85.189,73.16,74.781,75.645,76.358,78.051,79.134,81.575,83.865,86.014,87.922,88.013,88.402,89.541,90.998,92.517,93.896,95.748,97.885,100.194,103.294
시지역,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.292,93.758,95.667,97.866,100.192,103.314
군지역,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93.733,94.633,96.188,97.985,100.202,103.196
창원시(평균),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89.241,90.949,92.458,93.974,95.797,97.817,100.187,102.999
의창구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86.707,88.745,90.517,92.322,94.64,97.025,100.208,103.502
성산구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89.718,91.89,93.523,95.166,96.537,98.348,100.148,102.115
마산합포구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.054,92.049,92.931,94.23,96.044,97.882,100.183,103.003
마산회원구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.662,91.588,92.935,94.117,95.732,97.815,100.186,103.341
진해구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89.757,91.519,93.155,94.479,96.343,98.226,100.199,103.281
진주시,45.674,54.478,64.331,74.665,89.693,89.638,83.714,82.871,83.146,84.256,84.45,72.278,73.755,74.718,75.619,76.996,78.008,80.064,83.382,86.497,88.738,88.672,88.769,89.776,90.465,91.763,93.025,95.096,97.478,100.16,103.835
통영시,-,-,-,-,-,-,-,-,95.392,95.335,95.363,82.133,82.601,82.733,83.164,84.713,85.503,86.464,88.017,89.286,90.227,89.865,90.541,91.599,92.757,94.031,95.424,97.054,99.06,100.069,102.458
사천시,-,-,-,-,-,-,-,-,83.032,83.982,84.284,71.933,73.806,76.666,77.745,80.243,81.274,81.812,83.83,84.658,86.37,88.948,89.623,90.786,91.866,92.565,93.427,94.687,96.87,100.258,104.306
김해시,46.403,61.071,70.241,73.727,84.38,83.633,77.224,76.493,77.113,78.605,79.219,67.626,69.235,69.839,70.329,72.225,74.364,77.833,80.818,84.119,86.266,86.234,86.54,87.641,89.23,91.274,92.849,94.862,97.326,100.272,104.019
밀양시,-,61.723,73.622,80.456,85.442,85.723,84.367,84.072,84.484,85.274,85.726,74.154,75.549,76.872,77.737,79.484,79.946,84.383,86.805,88.721,90.666,90.322,90.504,91.371,92.435,93.495,94.714,96.169,98.175,100.207,104.269
거제시,-,-,-,-,-,-,-,-,72.41,73.071,73.496,63.434,65.37,66.171,66.835,68.507,70.514,74.091,78.159,82.49,85.956,88.285,88.732,90.498,92.625,94.484,95.96,98.326,100.483,99.999,100.332
양산시,-,-,-,-,-,-,-,-,-,80.845,80.949,67.957,70.006,69.998,70.764,73.119,73.852,78.066,80.389,83.499,85.76,85.547,86.33,87.707,89.287,91.172,92.861,94.931,97.275,100.259,104.372
의령군,64.944,76.206,85.934,90.218,96.575,96.614,90.963,90.927,90.88,92.149,91.661,81.347,83.57,84.517,85.187,86.29,87.278,88.215,89.733,91.121,92.431,92.423,92.612,93.196,93.889,94.712,95.566,96.721,98.284,100.174,102.721
함안군,52.273,67.53,75.257,81.522,88.054,87.931,83.147,82.98,82.963,83.395,83.988,75.147,76.498,77.543,78.125,79.067,79.59,80.436,83.186,85.324,86.651,86.603,87.192,89.187,91.616,93.058,94.086,95.808,97.847,100.209,103.179
창녕군,63.74,75.732,84.302,90.967,98.889,94.959,88.742,87.689,88.251,88.702,89.325,78.703,80.344,82.316,83.109,83.658,84.287,85.874,87.961,89.288,90.086,89.729,90.081,91.044,91.908,92.852,93.791,95.31,97.276,100.255,103.606
고성군,41.2,59.771,64.738,75.707,86.172,88.204,83.371,83.138,83.263,83.454,84.628,74.385,75.887,76.718,77.349,78.374,78.829,79.628,81.46,83.441,86.002,87.943,89.158,90.797,92.118,93.318,94.278,96.411,98.344,100.183,102.965
남해군,56.478,65.737,71.712,78.746,86.817,89.596,85.588,85.074,85.007,85.637,85.645,75.078,77.365,78.126,78.588,79.155,80.213,81.001,84.422,87.864,89.202,89.073,89.488,90.218,91.348,92.834,93.486,95.735,97.855,100.25,103.894
하동군,61.759,68.277,78.865,84.485,92.534,94.991,90.558,90.602,89.967,90.843,90.833,78.894,80.795,81.802,82.425,83.211,84.572,86.163,88.047,88.697,90.112,90.094,90.684,92.035,93.347,94.48,95.285,96.791,98.26,100.197,102.277
산청군,65.311,75.848,86.677,93.206,95.482,95.902,93.172,93.312,94.192,95.146,95.651,83.566,85.63,86.274,86.723,87.297,88.006,89.28,90.615,91.462,92.452,92.339,92.634,93.285,93.91,94.808,95.58,96.703,98.105,100.152,103.134
함양군,67.153,78.038,84.621,90.573,97.174,98.068,92.178,91.758,91.84,92.328,92.8,83.057,85.868,86.435,86.999,87.539,88.25,89.269,90.725,91.499,91.937,91.995,92.295,92.846,93.569,94.355,95.266,96.487,98.246,100.196,103.478
거창군,62.131,78.708,89.903,97.198,105.613,105.687,99.534,98.651,97.932,98.176,98.284,85.485,87.412,88.703,89.334,90.006,90.448,91.165,91.957,92.546,92.766,92.547,92.696,93.216,93.872,94.707,95.706,96.831,98.308,100.166,102.974
합천군,71.934,77.845,86.4,93.363,96.261,97.033,92.38,91.727,91.808,92.934,93.38,82.116,84.246,85.405,86.004,87.572,88.054,89.213,91.871,92.37,92.727,92.605,92.716,93.274,93.846,94.738,95.504,96.481,98.004,100.194,103.727
제주(평균),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.87,79.172,79.156,79.312,80.163,80.899,81.91,83.078,86.175,92.697,100.42,105.9
시지역,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81.91,83.078,86.175,92.697,100.42,105.9
제주시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78.757,80.023,80.006,80.16,80.977,81.692,82.742,83.868,86.608,92.945,100.427,105.856
서귀포시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76.438,77.806,77.794,77.95,78.863,79.634,80.59,81.823,85.487,92.302,100.412,106.009
